,Title,Date_upload,Views,Likes,Month,Campus
380,Virtual International conference on Photovoltaic and Materials Science,23-06-2020,2151,67,Jun,Vellore
381,"International Webinar on ""COVID 19""",22-06-2020,825,39,Jun,Vellore
382,"""Yoga for Health - Yoga at Home"" online Session",21-06-2020,783,44,Jun,Vellore
383,"""Yoga for Health - Yoga at Home"" online Session",21-06-2020,457,22,Jun,Vellore
384,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,342,3,Jun,Vellore
385,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,336,15,Jun,Vellore
386,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,226,5,Jun,Vellore
387,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,267,9,Jun,Vellore
388,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,177,2,Jun,Vellore
389,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,214,4,Jun,Vellore
390,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,136,3,Jun,Vellore
391,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,177,7,Jun,Vellore
392,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,362,17,Jun,Vellore
393,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,300,9,Jun,Vellore
394,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,299,12,Jun,Vellore
395,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,324,16,Jun,Vellore
396,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),19-06-2020,200,8,Jun,Vellore
397,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,743,29,Jun,Vellore
398,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,368,8,Jun,Vellore
399,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,324,10,Jun,Vellore
400,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,721,22,Jun,Vellore
401,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,337,7,Jun,Vellore
402,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,252,8,Jun,Vellore
403,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,373,12,Jun,Vellore
404,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,361,14,Jun,Vellore
405,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,272,9,Jun,Vellore
406,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,316,13,Jun,Vellore
407,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,438,15,Jun,Vellore
408,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),18-06-2020,349,10,Jun,Vellore
409,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,368,15,Jun,Vellore
410,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,309,9,Jun,Vellore
411,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,647,22,Jun,Vellore
412,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,331,7,Jun,Vellore
413,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,101,0,Jun,Vellore
414,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,553,22,Jun,Vellore
415,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,456,16,Jun,Vellore
416,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,430,9,Jun,Vellore
417,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,459,14,Jun,Vellore
418,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,731,28,Jun,Vellore
419,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,836,29,Jun,Vellore
420,International Virtual Conference on Advanced Nanomaterials and Applications (VCAN 2020),17-06-2020,1289,62,Jun,Vellore
421,A tribute to all the amazing women achievers at VIT!,16-03-2020,1091,40,Mar,Vellore
422,VIT RIVIERA 2020 featured in Times Now Channel.,12-03-2020,10944,277,Mar,Vellore
423,"Vellore Institute of Technology, an Institution of Eminence.",11-03-2020,4055,57,Mar,Vellore
424,"Vellore Institute of Technology, an Institution of Eminence",07-03-2020,4637,32,Mar,Vellore
425,"Vellore Institute of Technology, an Institution of Eminence",07-03-2020,14502,125,Mar,Vellore
426,Glimpses of Riviera 2020 at VIT!,07-03-2020,550531,1477,Mar,Vellore
427,"Vellore Institute of Technology, an Institution of Eminence!",07-03-2020,2977,9,Mar,Vellore
428,"Vellore Institute of Technology, an Institution of Eminence!",07-03-2020,2416,5,Mar,Vellore
429,"Vellore Institute of Technology, an Institution of Eminence",07-03-2020,2666,5,Mar,Vellore
430,"Vellore Institute of Technology, an Institution of Eminence",07-03-2020,3063,11,Mar,Vellore
431,"Vellore Institute of Technology, an Institution of Eminence",07-03-2020,3432,8,Mar,Vellore
432,"Vellore Institute of Technology, an Institution of Eminence",06-02-2020,11435,39,Feb,Vellore
433,"Vellore Institute of Technology, an Institution of Eminence",06-02-2020,6804,48,Feb,Vellore
434,"Vellore Institute of Technology, an Institution of Eminence",06-02-2020,12615,31,Feb,Vellore
435,"VIT, an Institution of Eminence",06-02-2020,952485,279,Feb,Vellore
436,Vellore Institute of Technology,09-01-2020,587894,10050,Jan,Vellore
437,"Dr. Geetha Manivasagam, Professor and Director, CBCMT, VIT @ WISE Conference (IIT Kanpur) video",19-12-2019,1533,21,Dec,Vellore
438,Inauguration of 2nd International Conference on Nanoscience and Nanotechnology (ICNAN’19),29-11-2019,773,13,Nov,Vellore
439,Inauguration of 2nd International Conference on Nanoscience and Nanotechnology (ICNAN’19),28-11-2019,253,3,Nov,Vellore
440,VIT Vice President Dr. Sekar Viswanathan at Inauguration of VIT Students' Council 2019,27-11-2019,558,10,Nov,Vellore
441,VIT Vice President Dr. Sekar Viswanathan at Jai Shakti Abhiyan- Dept. of School Education-2019,27-11-2019,325,5,Nov,Vellore
442,"VIT Executive Director, Dr. Sandhya Pentareddy, ASME Asia Pacific, E Fest, 2019.",27-11-2019,671,6,Nov,Vellore
443,"VIT Executive Director, Dr. Sandhya Pentareddy, STARS Orientation and Induction programme, 2019",27-11-2019,3281,52,Nov,Vellore
444,"Dr. Sandhya Pentareddy, 43rd Annual Conference Of Environmental Mutagen Society Of India, 2019",27-11-2019,299,7,Nov,Vellore
445,"Dr. Sandhya Pentareddy, Bharathidasan Tamil Mandram Inaugural function, 2019.",27-11-2019,708,13,Nov,Vellore
446,"VIT Executive Director, Dr. Sandhya Pentareddy - B.Tech Induction Programme – 2019",27-11-2019,212,4,Nov,Vellore
447,"VIT Vice President, Dr. Sekar Viswanathan, Student Inauguration Function, 2009-10 (Part 2)",27-11-2019,57,0,Nov,Vellore
448,"VIT Vice President, Dr. Sekar Viswanathan at the Student Inauguration Function for the term 2009-10",27-11-2019,52,0,Nov,Vellore
449,"VIT Vice President, Dr. Sekar Viswanathan, VIT Alumni Association for the Batch of 1990, 2009.",27-11-2019,138,1,Nov,Vellore
450,"VIT Vice President, Dr. Sekar Viswanathan at Riviera 2008, Valedictory Function",27-11-2019,133,2,Nov,Vellore
451,"VIT VP, Dr. Sekar Viswanathan, University Day & the Chinese Language Center Inauguration, 2009",27-11-2019,95,1,Nov,Vellore
452,"VIT Vice President, Dr. Sekar Viswanathan at the University Day Celebration, 2009.",27-11-2019,51,1,Nov,Vellore
453,"VIT Vice President, Dr. Sekar Viswanathan at the Valedictory function of Phreak'07.",27-11-2019,63,1,Nov,Vellore
454,"VIT Vice President, Dr. Sekar Viswanathan, Inauguration Ceremony of VIT's Students’ Council, 2009.",27-11-2019,45,0,Nov,Vellore
455,"VIT Vice President, Dr. Sekar Viswanathan @ the Chess Competition held for adolescent students, 2009",27-11-2019,86,2,Nov,Vellore
456,"VIT Vice President, Dr. Sekar Viswanathan speaks at the graVITas 2009, Valedictory  Function.",27-11-2019,72,1,Nov,Vellore
457,"VIT Vice President, Dr. Sekar Viswanathan at the graVITas 2009, Valedictory  Function.",27-11-2019,52,0,Nov,Vellore
458,"VIT Vice President, Dr. Sekar Viswanathan at the launch of the Kaizen Newsletter Initiative, 2009.",27-11-2019,20,0,Nov,Vellore
459,"VIT Vice President, Dr. Sekar Viswanathan at the Silver Jubilee Alumni Meet (S-JAM), 2009 (Part 1)",27-11-2019,86,0,Nov,Vellore
460,"VIT Vice President, Dr. Sekar Viswanathan at the Silver Jubilee Alumni Meet (S-JAM), 2009 (Part 2)",27-11-2019,67,1,Nov,Vellore
461,"VIT Vice President, Dr. Sekar Viswanathan at the Chess Competition held in 2008",27-11-2019,26,0,Nov,Vellore
462,VIT Vice President Dr. Sekar Viswanathan at Riviera'09 Valedictory function.,27-11-2019,60,0,Nov,Vellore
463,"VIT Vice President, Dr. Sekar Viswanathan at the Orientation Program, 2009 (Part 1)",27-11-2019,31,0,Nov,Vellore
464,VIT Vice President Dr. Sekar Viswanathan at 2009 Orientation Programme for Freshers.,27-11-2019,24,0,Nov,Vellore
465,"VIT Executive Director, Dr. Sandhya Pentareddy at the Inaugural Ceremony of ARCS, 2019",26-11-2019,550,9,Nov,Vellore
466,"VIT Executive Director, Dr. Sandhya Pentareddy, Inauguration of VITOL Studios, 2019",26-11-2019,880,13,Nov,Vellore
467,"VIT Vice President, Dr. Sekar Viswanathan at the Orientation Program, 2009 (Part 1)",26-11-2019,70,3,Nov,Vellore
468,"VIT Vice President, Dr. Sekar Viswanathan at the Orientation Program, 2009 (Part 2)",26-11-2019,67,2,Nov,Vellore
469,"VIT Vice President, Dr. Sekar Viswanathan at the Orientation Program, 2009 (Part 1)",26-11-2019,114,1,Nov,Vellore
470,"VIT Vice President, Dr. Sekar Viswanathan at the graVITas 2010, Valedictory Function.",26-11-2019,33,1,Nov,Vellore
471,"VIT Vice President, Dr. Sekar Viswanathan celebrating VIT’s Silver Jubilee, 2010 (Part 2)",26-11-2019,23,0,Nov,Vellore
472,"VIT Vice President, Dr. Sekar Viswanathan celebrating VIT’s Silver Jubilee, 2010 (Part 1)",26-11-2019,48,1,Nov,Vellore
473,"VIT Vice President, Dr. Sekar Viswanathan, Semester Abroad Programme (SAP), 2009 (Part 2)",26-11-2019,272,3,Nov,Vellore
474,"VIT VP, Dr. Sekar Viswanathan introducing the Semester Abroad Programme (SAP), 2009 (Part 1)",26-11-2019,1237,11,Nov,Vellore
475,"VIT VP, Dr. Sekar Viswanathan, 33nd Annual International Conference of ISP Association, 2011",26-11-2019,31,0,Nov,Vellore
476,"VIT Vice President, Dr. Sekar Viswanathan at the Inaugural function, 2011-12",26-11-2019,25,0,Nov,Vellore
477,"VIT Vice President, Dr. Sekar Viswanathan, Vetri Nichayam, 2011",26-11-2019,63,3,Nov,Vellore
478,"VIT Vice President, Dr. Sekar Viswanathan speaks during the Amal Jyothi Graduation Ceremony, 2012.",26-11-2019,39,1,Nov,Vellore
479,"VIT Vice President, Dr. Sekar Viswanathan, Alumni Day, 2012",26-11-2019,37,0,Nov,Vellore
480,"VIT VP, Dr. Sekar Viswanathan at Raja Desing Public School, Kalaiyur-Nattarmangalam, 2012.",26-11-2019,61,0,Nov,Vellore
481,"VIT VP, Dr. Sekar Viswanathan in Jaya TV, Free Summer Coaching Camp Initiative, 2012.",26-11-2019,2398,11,Nov,Vellore
482,"VIT Vice President, Dr. Sekar Viswanathan at FeTNA, 2012",26-11-2019,26,0,Nov,Vellore
483,"VIT VP, Dr. Sekar Viswanathan at the Don Bosco Primary School’s 81st Anniversary day, 2013",26-11-2019,71,0,Nov,Vellore
484,"VIT Vice President, Dr. Sekar Viswanathan at the 1st years’ Orientation Programme, 2013",26-11-2019,25,1,Nov,Vellore
485,"Orientation Programme For 1st Year Candidates, SBST SMBS, 2013",26-11-2019,62,0,Nov,Vellore
486,"VIT Vice President, Dr. Sekar Viswanathan at the M.Tech Orientation Programme, 2013",26-11-2019,119,1,Nov,Vellore
487,"VIT VP, Dr. Sekar Viswanathan @ the Inauguration Ceremony of VIT's Students’ Council (2013-14).",26-11-2019,176,1,Nov,Vellore
488,"VIT VP, Dr. Sekar Viswanathan’s wishes for Chancellor, Dr. G. Viswanathan’s 75th Birthday, 2013.",26-11-2019,513,5,Nov,Vellore
489,"VIT Vice President, Dr. Sekar Viswanathan in SITI Gold Channel, Arivoom Ariviyal’s 110th Week, 2013",26-11-2019,104,1,Nov,Vellore
490,"SEED 2nd National Conference on Sustainable Institute Industry Partnership, Day 2, 26th August 2014.",26-11-2019,18,1,Nov,Vellore
491,"VIT Vice President, Dr. Sekar Viswanathan at the B.Tech Orientation Programme, SMBS & SBST, 2014.",26-11-2019,48,1,Nov,Vellore
492,"VIT VP, Dr. Sekar Viswanathan @ the VIT Alumni Association – Batch of 1988 & 1989 Reunion, 2014.",26-11-2019,3337,44,Nov,Vellore
493,"VIT Vice President, Dr. Sekar Viswanathan at the B.Tech Orientation Programme, SELECT & SENSE, 2014.",26-11-2019,16,0,Nov,Vellore
494,"VIT Vice President, Dr. Sekar Viswanathan at the MCA & M.Tech Orientation Programme, 2014.",26-11-2019,84,1,Nov,Vellore
495,"VIT Executive Director, Dr. Sandhya Pentareddy, International Women’s Day Celebration , 2019",26-11-2019,214,1,Nov,Vellore
496,"VIT Executive Director, Dr. Sandhya Pentareddy @ the Mathematical Meet, 2019",26-11-2019,599,3,Nov,Vellore
497,"VIT VP Dr. Sekar Viswanathan felicitates Mr. S, Sathish Kumar, Commonwealth Gold medal winner, 2014",26-11-2019,30,1,Nov,Vellore
498,"VIT VP, Dr. Sekar Viswanathan at the MCA & M.Tech Orientation Programme, 2014.",26-11-2019,19,0,Nov,Vellore
499,"VIT VP, Dr. Sekar Viswanathan @ Inauguration ceremony of VIT University Students’ Council (2014-15).",26-11-2019,59,0,Nov,Vellore
500,"VIT Vice President, Dr. Sekar Viswanathan @ Purdue University International Workshop, July 2015.",25-11-2019,81,4,Nov,Vellore
501,"SEED 2nd International Conference on Sustainable Institute Industry Partnership, Aug 25 & 26, 2016",25-11-2019,20,0,Nov,Vellore
502,"VIT Vice President ,Dr. Sekar Viswanathan at Festivity, 2015 in VIT",25-11-2019,50,0,Nov,Vellore
503,"VIT Vice President, Dr. Sekar Viswanathan  at TPGIT Silver Jubilee celebration, 2014-15",25-11-2019,120,2,Nov,Vellore
504,VIT Vice President Dr. Sekar Viswanathan  at Nanda Engineering College’s 10th Graduation Day – 2015,25-11-2019,77,1,Nov,Vellore
505,"VIT VP, Dr. Sekar Viswanathan @ the Alumni Silver Jubilee Reunion for the 1991 batch, 14 Aug, 2015.",25-11-2019,82,1,Nov,Vellore
506,"VIT Vice President, Dr. Sekar Viswanathan @ the Valedictory function of Annual Conference of IEO",25-11-2019,41,0,Nov,Vellore
507,"VIT Vice President, Dr. Sekar Viswanathan  at VIT-Dinakaran Vetri Namadhe, 2019",25-11-2019,70,0,Nov,Vellore
508,"VIT Vice President, Dr. Sekar Viswanathan at Riviera, 2019",25-11-2019,4022,56,Nov,Vellore
509,"VIT Vice President, Dr. Sekar Viswanathan at the University Day & Annual Sports Day Programme – 2019",25-11-2019,67,3,Nov,Vellore
510,"VIT VP, Dr. Sekar Viswanathan @ Govt. Schools’ HM's 100 % Achievers’ Award Programme – 2019",25-11-2019,38,0,Nov,Vellore
511,"VIT Vice President, Dr. Sekar Viswanathan at the B.Tech Induction Programme, Session 3 - 2019",25-11-2019,114,5,Nov,Vellore
512,"VIT Vice President, Dr. Sekar Viswanathan at the B.Tech Induction Programme, Session 1 - 2019",25-11-2019,1523,12,Nov,Vellore
513,"VIT Vice President Dr. Sekar Viswanathan @ B.Tech B.Arch B.Des Induction Programme 2019, Session 5.",22-11-2019,381,9,Nov,Vellore
514,"VIT Vce President, Dr. Sekar Viswanathan at VIT Business School Orientation Programme, 2019.",22-11-2019,256,6,Nov,Vellore
515,"VIT Vice President, Dr. Sekar Viswanathan @ M.Tech, MCA & M.Sc - Induction Programme 2019 Session 3.",22-11-2019,4149,66,Nov,Vellore
516,"B.Com, BBA, BCA, B.Sc (CS), B.Sc (MM), B.Sc (C & H Mgnt.), B.Sc (Agri) - Induction Program, 2019.",22-11-2019,8692,187,Nov,Vellore
517,"VIT Vice President, Dr. Sekar Viswanathan at THANIMA 2019",22-11-2019,832,12,Nov,Vellore
518,VIT Vice President Dr. Sekar Viswanathan at graVITas19 Valedictory Function,21-11-2019,278,7,Nov,Vellore
519,VIT Vice President Dr. Sekar Viswanathan on STARS Day 2019,11-11-2019,1330,37,Nov,Vellore
520,Navig8,05-11-2019,1035,20,Nov,Vellore
521,"Honourable Chancellor of VIT, Dr. G. Viswanathan",19-10-2019,8703,145,Oct,Vellore
522,VIT Executive Director- Dr. Sandhya Pentareddy,18-10-2019,3473,65,Oct,Vellore
523,"Shri. Nitin Gadkari,  Minister for Road Transport, Highways and MSME.",18-10-2019,1313,24,Oct,Vellore
524,VIT Vice President- Dr. Sekar Viswanathan,18-10-2019,5724,102,Oct,Vellore
525,Ms. Basak Gumus,16-09-2019,736,24,Sep,Vellore
526,"Ms. Beata Kaclmarek || Adjunct Professor in CBCMT- VIT from Nicolaus Copernicus University, Torun.",16-09-2019,647,17,Sep,Vellore
527,Support The Advancement of Rural Students(STARS) | VIT,11-09-2019,3275,213,Sep,Vellore
528,GraVITas19 Expo Teaser,04-09-2019,3871,25,Sep,Vellore
529,graVITas - 19,04-09-2019,457,8,Sep,Vellore
530,73rd Independence Day Celebration,15-08-2019,2890,62,Aug,Vellore
531,Dr. Paulo Lisboa,13-08-2019,373,7,Aug,Vellore
532,Dr. Ketul C. Popat,13-08-2019,506,10,Aug,Vellore
533,"Expert talk by Dr. Youngwhan Lee from South Korea on ""Recent trends in AI and Blockchain"".",07-08-2019,360,11,Aug,Vellore
534,E-Summit'19: After-Movie,07-08-2019,1739,58,Aug,Vellore
535,Artificial Intelligence,06-08-2019,2196,40,Aug,Vellore
536,VIT-MUNSoc,31-07-2019,1004,26,Jul,Vellore
537,TEAM ROVERX: Promotional Video,25-07-2019,937,31,Jul,Vellore
538,graVITas'19: Technology Driven Transformation,19-07-2019,1855,43,Jul,Vellore
539,VITMEE 2019 Counselling | M.Tech. CSE spl in. AI & ML | Saurabh Kulkarni | Maharashtra,19-06-2019,5362,44,Jun,Vellore
540,VITMEE 2019 Counselling | M.Tech. Control & Automation Student | Rutvik | Solapur,19-06-2019,986,6,Jun,Vellore
541,VITMEE 2019 Counselling | Ms. Hegwasha Sharon Tep (Student),19-06-2019,1008,10,Jun,Vellore
542,VIT Trekking Club ~ Video,29-05-2019,3372,43,May,Vellore
543,Team Assailing Falcons | Aerodesign Team | VIT,22-05-2019,2000,49,May,Vellore
544,VITEEE 2019 Counselling | B.Tech. CSE and Business Systems Student | Soumya Biswal,14-05-2019,6113,78,May,Vellore
545,Ms  Madhu Vasudevan Parent,14-05-2019,621,6,May,Vellore
546,Ms  Jolly Hiren Kotecha Parent,14-05-2019,442,6,May,Vellore
547,VITEEE 2019 Counselling | B.Tech. CSE spl in Network & Security Student | Sowmya,14-05-2019,1661,14,May,Vellore
548,VITEEE 2019 Counselling | Vikram Harsha (Parent),14-05-2019,909,5,May,Vellore
549,Deep Hiren Kotecha,14-05-2019,321,6,May,Vellore
550,Chamarthi Bindhu Madhava Varma,14-05-2019,666,7,May,Vellore
551,VITEEE 2019 Counselling | Dr. Anil Joseph (Parent),14-05-2019,657,5,May,Vellore
552,VITEEE 2019 Counselling | Vijay Narayana (Parent),14-05-2019,361,2,May,Vellore
553,Mr. Sanjay Rawat,14-05-2019,1814,12,May,Vellore
554,VITEEE 2019 Counselling | B.Tech. EIE Student | Monica Gudapati,14-05-2019,1712,27,May,Vellore
555,Sreerag M V,14-05-2019,661,28,May,Vellore
556,VITEEE 2019 Counselling | B.Tech. Civil Engineering Student | Alina Anil,14-05-2019,1370,10,May,Vellore
557,Shivansh Sharma,14-05-2019,486,8,May,Vellore
558,Ms  Santosh Laddha,14-05-2019,351,14,May,Vellore
559,Divyansh Chhabra,14-05-2019,659,9,May,Vellore
560,Samriddhi Singh,14-05-2019,704,4,May,Vellore
561,Mr. Kaushik,14-05-2019,413,10,May,Vellore
562,VITEEE 2019 Counselling | B.Tech. Aerospace Engineering Student | Susindhar S,13-05-2019,2694,48,May,Vellore
563,VITEEE 2019 Counselling | B.Tech. CSE spl in Cyber Physical Systems Student | Megha Shree V,13-05-2019,3451,42,May,Vellore
564,Vemula Vaibhav,13-05-2019,980,12,May,Vellore
565,Madhur Laddha,13-05-2019,851,8,May,Vellore
566,Hridya Ashokan,13-05-2019,1335,16,May,Vellore
567,VITEEE 2019 Counselling | Col. Saurabh Kant Sharma (Parent),11-05-2019,1353,15,May,Vellore
568,VITEEE 2019 Counselling | B.Tech EIE Student | Tejaswini Desai | Gujarat,11-05-2019,2282,29,May,Vellore
569,VITEEE 2019 Counselling | Ms. Padmapriya Prasad (Parent),10-05-2019,2318,36,May,Vellore
570,VITEEE 2019 Counselling | B.Tech. Mechanical Engineering Student | Vedant | Bangalore,10-05-2019,3955,62,May,Vellore
571,VIT Riviera 2019,05-04-2019,7652,142,Apr,Vellore
572,Bamboo Construction & Techniques Workshop ~ V-SPARC - VIT Vellore,13-03-2019,1199,14,Mar,Vellore
573,Riviera 2K19,05-03-2019,47683,786,Mar,Vellore
574,Riviera  2019,17-02-2019,10969,348,Feb,Vellore
575,"Ayushmann Khurrana: Day 2, Proshows, Riviera 2019",13-02-2019,3981,105,Feb,Vellore
576,"Sonu Nigam: DAY 1, Riviera 2019",11-02-2019,35071,299,Feb,Vellore
577,Pariksha Pe Charcha 2.0,31-01-2019,704,15,Jan,Vellore
578,Riviera '19 Teaser,29-01-2019,2334,85,Jan,Vellore
579,VITAA Day 2019,26-01-2019,2404,55,Jan,Vellore
580,70th Republic Day Celebration,26-01-2019,2187,52,Jan,Vellore
581,National Girl Child Day,24-01-2019,3838,73,Jan,Vellore
582,VIT Video,11-01-2019,202755,2919,Jan,Vellore
583,Riviera 2019,10-01-2019,2358,63,Jan,Vellore
584,101st Annual Conference of the Indian Economic Association 2018 (IEA),27-12-2018,1528,38,Dec,Vellore
585,Behind the scenes- Bonfire of Dreams,16-10-2018,1602,50,Oct,Vellore
586,Convocation 2018,05-10-2018,26514,577,Oct,Vellore
587,Heritage Connect 2018  V SPARC,05-10-2018,892,32,Oct,Vellore
588,Gravitas Trailer 2018,29-08-2018,3236,79,Aug,Vellore
589,V SPARC 2018,01-08-2018,3791,48,Aug,Vellore
590,Art Festival 2018,01-08-2018,727,22,Aug,Vellore
591,Freshers Orientation - 2018,27-07-2018,8670,88,Jul,Vellore
592,Pravega Racing,27-07-2018,491,19,Jul,Vellore
593,Are you a prisoner of your cell - phone?,26-07-2018,331,10,Jul,Vellore
594,Welcome Message from Hon'ble Chancellor Dr. G. Viswanathan - #VITAANACNJ2018,25-07-2018,1226,23,Jul,Vellore
595,Thanga Magan - Mr Sathish Sivalingam,17-04-2018,4291,134,Apr,Vellore
596,VIT VIDEO,05-04-2018,3243,45,Apr,Vellore
597,Code2Create,26-03-2018,777,24,Mar,Vellore
598,VITBS - Vellore,15-03-2018,3345,45,Mar,Vellore
599,VITBS - Vellore,15-03-2018,449,4,Mar,Vellore
600,Tushar Singh Womens Day,08-03-2018,328,7,Mar,Vellore
601,final hd,08-03-2018,1603,31,Mar,Vellore
602,Women's Day Final,08-03-2018,570,19,Mar,Vellore
603,Dr Uma Jaidev - MBA CO-Ordinator VIT,07-03-2018,1626,20,Mar,Vellore
604,VITBS Dean Interview,28-02-2018,956,12,Feb,Vellore
605,"Prof. Murali Manohar, Admission Coordinator VIT BS and Director, Library",26-02-2018,1209,17,Feb,Vellore
606,Riviera 2018,26-02-2018,3842,57,Feb,Vellore
607,IEEE-VIT's premier cryptic hunt!,21-02-2018,522,8,Feb,Vellore
608,Pravega Racing Video,20-02-2018,2172,25,Feb,Vellore
609,Inaugural ceremony of Riviera  2018.,15-02-2018,580,3,Feb,Vellore
610,A glimpse of Riviera 2018- Marathon.,15-02-2018,989,12,Feb,Vellore
611,A glimpse of Riviera 2018- Marathon.,15-02-2018,1356,20,Feb,Vellore
612,VITBS 2018,14-02-2018,6563,78,Feb,Vellore
613,Valedictory- NSS 2018 - VIT,14-02-2018,827,23,Feb,Vellore
614,Open House Interviews,05-02-2018,552,10,Feb,Vellore
615,Zephyrus,03-02-2018,1640,96,Feb,Vellore
616,new open house 1,01-02-2018,815,17,Feb,Vellore
617,Republic Day 2018,26-01-2018,1596,57,Jan,Vellore
618,TU final,16-01-2018,1224,26,Jan,Vellore
619,VIT VIDEO 2018,10-01-2018,41246,556,Jan,Vellore
620,VIT VIDEO WITH NEW LOGO mp4,10-01-2018,3695,49,Jan,Vellore
621,Dr. G.Viswanathan Chancellor VIT University,19-12-2017,2901,29,Dec,Vellore
622,JMEV4161,04-12-2017,1225,6,Dec,Vellore
623,"VIT University, 32nd Annual Convocation - Chief Guest Speech",08-10-2017,7227,64,Oct,Vellore
624,Watch the after movie- graVITas'17,25-09-2017,2668,16,Sep,Vellore
625,Riviera' 18 Teaser,24-09-2017,3600,36,Sep,Vellore
626,VIT Unplugged - Official Riviera'16 After Movie,20-02-2016,91821,1196,Feb,Vellore
627,VIT University - A place to learn. A chance to grow,02-02-2016,123731,772,Feb,Vellore
628,Be the change,25-01-2016,1533,31,Jan,Vellore
629,VITian and Proud #1,13-11-2015,12020,177,Nov,Vellore
630,VIT University - Chennai campus,13-11-2015,227216,1576,Nov,Vellore
631,VIT University - A place to learn  A chance to grow,26-10-2015,1680,18,Oct,Vellore
632,The graVITas '15 fun song,26-09-2015,1654,19,Sep,Vellore
633,It's A Way Of Life - Team Jaabaz,06-05-2015,597,4,May,Vellore
634,"Pravega Racing - FSG 2014, Germany",06-05-2015,5748,63,May,Vellore
635,VIT Unplugged - Motorsports,29-04-2015,11601,180,Apr,Vellore
636,"Team OJAS - Fuelled by Innovation, Driven by Determination",27-04-2015,2827,23,Apr,Vellore
637,VIT University,16-04-2015,3135,27,Apr,Vellore
638,VIT Unplugged - Like never seen before,27-02-2015,98258,655,Feb,Vellore
639,V-TAPP 2024 Inauguration,20-02-2024,81,11,Feb,AP
640,VIT-AP vs SRM-AP Football Finals - VITOPIA 2024 SPORTS,21-02-2024,3323,129,Feb,AP
641,Are You Ready for This Year's VITOPIA? | VIT-AP University's Sports and Cultural Fest 2024,19-02-2024,1548,0,Feb,AP
642,VITOPIA 2024: Unleash the Excitement | Sports & Cultural Fest at VIT-AP University,19-02-2024,1792,0,Feb,AP
643,PAT-2025 Orientation,18-02-2024,634,16,Feb,AP
644,PAT-2025 Orientation,17-02-2024,1314,43,Feb,AP
645,Vasant Panchami - Maa Saraswati Puja,15-02-2024,542,20,Feb,AP
646,Vasant Panchami - Maa Saraswati Puja,14-02-2024,387,13,Feb,AP
647,Vasant Panchami - Maa Saraswati Puja,14-02-2024,806,43,Feb,AP
648,"VIT AP - A VS VISHNU FINALS , VIT - AP UNIVERSITY",02-02-2024,2205,57,Feb,AP
649,"VIT AP - A VS VISHNU FINALS , VIT - AP UNIVERSITY",02-02-2024,4649,177,Feb,AP
